12001,66,1695,2957,Lucie,Lorry,2,0,1695
12002,110,496,1910,Georgiana,Christa,2,0,496
12003,75,1960,4632,Colas,Jaquenette,0,2,4632
12004,102,239,4181,Eziechiele,Jeni,1,2,4181
12005,44,4887,418,Rufe,Thorin,2,0,4887
12006,52,90,2129,Trula,Cherida,1,2,2129
12007,113,1350,868,Brady,Tansy,2,1,1350
12008,96,4997,3423,Goddard,Linoel,0,2,3423
12009,116,1414,1952,Kore,Christi,0,2,1952
12010,49,2159,2257,Adrienne,Dom,1,2,2257
12011,96,3927,1797,Cherish,Joseph,0,2,1797
12012,13,3554,3296,Sharline,Cathi,1,2,3296
12013,62,3731,3322,Kort,Norina,2,1,3731
12014,39,1414,1150,Umeko,Armin,2,1,1414
12015,32,2716,928,Tessi,Doris,2,0,2716
12016,73,3486,2580,Sterling,Tish,2,0,3486
12017,39,1358,2794,Otho,Joy,0,2,2794
12018,25,4304,423,Marrissa,Randi,2,0,4304
12019,52,2722,4508,Dorella,Gayle,0,2,4508
12020,114,2482,3965,Domingo,Lorene,1,2,3965
12021,114,2638,2646,Elmira,Jonis,0,2,2646
12022,105,2715,2794,Lezlie,Kirsti,0,2,2794
12023,12,4317,3524,Spencer,Carlyle,2,0,4317
12024,68,2494,3427,Catlaina,Emmet,0,2,3427
12025,94,3580,2300,Cynthie,Barnabas,2,0,3580
12026,91,2000,208,Kristian,Rudy,1,2,208
12027,73,3600,3356,Sonny,Nappy,2,0,3600
12028,104,2835,1452,Northrop,Vannie,0,2,1452
12029,88,2574,4536,Jolie,Ozzy,0,2,4536
12030,71,834,2937,Conway,Bettye,0,2,2937
12031,51,4805,2764,Paul,Corilla,0,2,2764
12032,119,1206,3866,Herold,Xenos,0,2,3866
12033,84,571,4842,Louisa,Alaric,2,1,571
12034,29,1145,2349,Daffie,Vinita,1,2,2349
12035,50,683,911,Regina,Rubi,1,2,911
12036,66,3804,4743,Demetre,Amalea,1,2,4743
12037,45,4199,4528,Kimble,Jesselyn,2,1,4199
12038,17,3273,3827,Adoree,Gareth,0,2,3827
12039,97,3167,274,Ameline,Nancee,1,2,274
12040,9,1653,203,Selina,Theodore,1,2,203
12041,75,3878,59,Husein,Karil,2,1,3878
12042,41,1294,646,Inge,Verna,0,2,646
12043,60,831,729,Orbadiah,Erie,1,2,729
12044,100,43,3627,Javier,Flo,2,1,43
12045,94,108,1984,Perla,Giorgio,2,0,108
12046,73,3963,1625,Sigmund,Krishnah,2,1,3963
12047,101,86,3355,Theo,Carilyn,2,0,86
12048,113,2082,2926,Hedwig,Ilsa,0,2,2926
12049,20,1380,2540,Gibb,Dolley,1,2,2540
12050,49,2277,2968,Ethelin,Wilmette,2,0,2277
12051,68,790,2134,Camila,Nils,2,1,790
12052,57,4536,4261,Johann,Raven,1,2,4261
12053,10,2181,3602,Eward,Roland,2,0,2181
12054,77,4949,3879,Sunshine,Colline,2,1,4949
12055,41,3922,2630,Packston,Karie,0,2,2630
12056,80,4694,1640,Fulton,Ilyssa,1,2,1640
12057,22,556,1367,Noach,Ephrem,0,2,1367
12058,61,889,11,Rosemaria,Stillmann,0,2,11
12059,84,3640,2451,Vance,Tessie,1,2,2451
12060,40,3546,1241,Kalie,Burt,1,2,1241
12061,38,2421,717,Barbabas,Alta,0,2,717
12062,5,4105,4414,Rey,Janeva,2,1,4105
12063,103,2547,1851,Anabelle,Feliks,2,1,2547
12064,57,2962,3240,Astrid,Benton,1,2,3240
12065,33,2570,4575,Granger,Rickie,2,1,2570
12066,94,3150,1694,Kriste,Grenville,2,1,3150
12067,21,594,3864,Dannie,Georgena,1,2,3864
12068,68,2661,2459,Braden,Annemarie,2,0,2661
12069,48,3424,961,Elysha,Marcie,0,2,961
12070,97,2379,447,Charlotta,Sibeal,1,2,447
12071,111,2004,4738,Carina,Ava,0,2,4738
12072,120,4430,4961,Calida,Coop,0,2,4961
12073,105,3543,3639,Luigi,Verine,0,2,3639
12074,10,4425,871,Karlyn,Skell,1,2,871
12075,99,3622,1955,Myrlene,Chilton,2,1,3622
12076,78,687,4200,Ramon,Wilmette,0,2,4200
12077,72,3242,438,Thornton,Brina,1,2,438
12078,15,599,3883,Jessy,Godfry,0,2,3883
12079,67,396,724,Quent,Ulrica,0,2,724
12080,52,4156,3044,Albrecht,Abbye,2,0,4156
12081,95,1006,767,Antoni,Benedetta,1,2,767
12082,41,1105,3635,Harp,Alejoa,0,2,3635
12083,43,1051,3285,Sabine,Wilhelmina,1,2,3285
12084,16,4847,1199,Elyn,Alphard,0,2,1199
12085,31,4540,3759,Caterina,Shalna,1,2,3759
12086,34,1377,2738,Hurley,Tamara,2,0,1377
12087,24,72,265,Griffin,Marice,0,2,265
12088,31,59,22,Delores,Angus,1,2,22
12089,47,1329,2464,Virgilio,Valera,2,1,1329
12090,118,1170,3494,Stafford,Minny,0,2,3494
12091,97,2354,1717,Colet,Marjy,2,1,2354
12092,113,1806,2980,Shermy,Sallyann,0,2,2980
12093,111,2475,4084,Scott,Dori,2,1,2475
12094,109,1221,4651,Rodi,Myca,2,0,1221
12095,6,4500,3764,Hetty,Dex,2,0,4500
12096,90,4964,4116,Brook,Aguistin,1,2,4116
12097,106,96,2445,Ninette,My,0,2,2445
12098,21,1669,818,Bonita,Ignacius,2,0,1669
12099,37,1097,3326,Cynde,Murvyn,2,1,1097
12100,100,1383,4905,Demetris,Sergio,0,2,4905
12101,54,4452,618,Abey,Harry,2,0,4452
12102,16,4935,4872,Anette,Flory,2,0,4935
12103,120,4363,1892,Inger,Alfred,1,2,1892
12104,94,3811,806,Agretha,Vitoria,2,0,3811
12105,59,2315,2665,Jorge,Jock,2,0,2315
12106,75,2024,4664,Harlie,Ozzie,0,2,4664
12107,12,1041,818,Kennan,Vitia,1,2,818
12108,35,4104,3651,Finn,Kimberlee,0,2,3651
12109,67,407,4663,Wilburt,Jeniece,1,2,4663
12110,113,195,228,Rafi,Cyndi,1,2,228
12111,12,4409,30,Emlynne,Enrika,2,1,4409
12112,19,2814,3302,Natal,Maxy,0,2,3302
12113,106,2279,2986,Charlotte,Welch,1,2,2986
12114,37,1481,4132,Amelia,Charlotte,1,2,4132
12115,33,1491,3366,Winne,Zelma,2,1,1491
12116,93,2721,2960,Zelda,Paulita,1,2,2960
12117,81,4672,2852,Hendrick,Bernelle,2,0,4672
12118,89,3532,1245,Talia,Golda,2,0,3532
12119,103,4091,3619,Nelson,Demeter,0,2,3619
12120,108,3862,2692,Rebekah,Kip,0,2,2692
12121,22,2681,2613,Piggy,Bailie,0,2,2613
12122,3,1938,244,Brenna,Hoyt,2,1,1938
