18001,105,4330,2920,Bobbi,Junette,0,2,2920
18002,29,318,4833,Dallis,Sterling,1,2,4833
18003,100,302,401,Wolf,Lauralee,0,2,401
18004,29,3319,1368,Alis,Bo,0,2,1368
18005,1,4289,257,Maxi,Carson,2,0,4289
18006,96,374,1542,Mel,Rafi,0,2,1542
18007,119,3735,4425,Kalila,Willard,1,2,4425
18008,112,578,1472,Osmond,Cherye,1,2,1472
18009,24,906,4484,Brynne,Thom,0,2,4484
18010,25,3762,2455,Pearce,Stephannie,0,2,2455
18011,89,4368,3473,Consuela,Cati,1,2,3473
18012,107,3351,778,Austina,Haven,1,2,778
18013,75,4065,1782,Tatiana,Vinny,0,2,1782
18014,76,449,4808,Carlina,Noland,0,2,4808
18015,90,724,1425,Jessalyn,Belle,2,0,724
18016,73,511,2627,Herc,Mervin,1,2,2627
18017,85,1493,3217,Casey,Conant,2,0,1493
18018,106,4343,3628,Amos,Leyla,1,2,3628
18019,19,2710,2832,Corene,Blaire,0,2,2832
18020,56,3612,596,Daisi,Loraine,1,2,596
18021,8,1257,4654,Mickie,Evonne,2,0,1257
18022,81,4650,2391,Nissy,Sena,2,1,4650
18023,17,2559,1514,Savina,Catlin,1,2,1514
18024,39,768,1237,Linet,Marysa,1,2,1237
18025,90,3992,1422,Bearnard,Jarrod,1,2,1422
18026,56,164,1126,Krysta,Fran,1,2,1126
18027,21,1612,383,Hatty,Aurelea,2,1,1612
18028,46,1521,2499,Lawrence,Merralee,1,2,2499
18029,84,1561,270,Arin,Dagmar,1,2,270
18030,60,3577,3046,Maurene,Gal,0,2,3046
18031,40,2104,4786,Jenica,Athena,2,1,2104
18032,37,1153,867,Zack,Carson,1,2,867
18033,48,4879,1904,Charisse,Shelli,1,2,1904
18034,101,967,4072,Deidre,Cos,2,0,967
18035,49,2184,4887,Virgie,Gael,0,2,4887
18036,58,3821,3220,Nissie,Haley,1,2,3220
18037,77,4906,4472,Gertrud,Lew,0,2,4472
18038,105,3757,4165,Ameline,Pren,1,2,4165
18039,46,1913,3035,Petunia,Darbee,0,2,3035
18040,50,831,2524,Carmela,Dreddy,1,2,2524
18041,28,4601,4033,Tito,Tybie,1,2,4033
18042,17,1354,4421,Trueman,Laurent,1,2,4421
18043,80,8,947,Ynez,Bryna,2,1,8
18044,13,1585,399,Skylar,Travers,1,2,399
18045,51,409,256,Shaun,Keith,1,2,256
18046,67,1998,1146,Modestine,Bernette,1,2,1146
18047,14,366,2717,Renaldo,Mel,1,2,2717
18048,20,3765,2446,Kelcey,Georgette,0,2,2446
18049,14,2071,3505,Dulce,Margot,1,2,3505
18050,59,1120,4871,Christos,Montgomery,2,1,1120
18051,103,4844,3985,Paloma,Theodor,2,1,4844
18052,62,4807,4380,Gilligan,Teressa,1,2,4380
18053,10,1778,4610,Reade,Friedrick,0,2,4610
18054,72,1397,1115,Gabe,Rickard,2,0,1397
18055,68,4855,3982,Keefer,Antonella,0,2,3982
18056,78,3545,3772,Bertina,Marlene,1,2,3772
