6001,27,2382,2200,Mario,Libbey,1,2,2200
6002,48,355,1920,Edita,Georgina,2,0,355
6003,112,3101,4223,Lay,Emmeline,2,0,3101
6004,27,669,3247,Pete,Nell,1,2,3247
6005,33,4600,3646,Tildy,Pearl,1,2,3646
6006,69,1048,492,Kristofer,Ives,1,2,492
6007,26,133,378,Cally,Nisse,2,1,133
6008,110,2870,3550,Josephine,Maxim,1,2,3550
6009,67,4110,3287,Greg,Ichabod,1,2,3287
6010,70,3624,1351,Jaime,Anna-maria,2,0,3624
6011,82,397,3681,Sharl,Cordell,0,2,3681
6012,68,3421,3333,Clyde,Herbert,1,2,3333
6013,38,800,4321,Verina,Danita,1,2,4321
6014,93,3919,2972,Kial,Lillis,1,2,2972
6015,6,514,2920,Coralyn,Charley,0,2,2920
6016,119,423,4643,Clair,Bibbie,2,0,423
6017,53,157,4455,Mandie,Jarret,2,1,157
6018,11,679,4175,Maridel,Pier,1,2,4175
6019,65,1584,505,Nathalia,Noel,0,2,505
6020,105,1876,1617,Walliw,Cesare,0,2,1617
6021,119,4273,1473,Merridie,Ellsworth,2,1,4273
6022,45,4349,599,Jilli,Jacquette,1,2,599
6023,66,1519,3684,Sherill,Carly,1,2,3684
6024,119,222,377,Yardley,Blanche,0,2,377
6025,58,4195,2036,Engelbert,Ferd,2,0,4195
6026,71,2820,1465,Beatrisa,Chrystel,1,2,1465
6027,64,3857,1897,Wat,Wilow,1,2,1897
6028,24,3383,864,Aigneis,Donnajean,2,1,3383
6029,33,2491,4609,Hamlen,Gregorio,1,2,4609
6030,84,661,3237,Thorstein,Happy,1,2,3237
6031,99,3936,3983,Prinz,Gonzalo,1,2,3983
6032,74,1801,2618,Jewell,Marjy,0,2,2618
6033,43,1562,2359,Alis,Joby,1,2,2359
6034,92,4442,4215,Selene,Cory,2,1,4442
6035,1,4144,1530,Ash,Faith,0,2,1530
6036,40,2892,703,Marven,Debora,2,0,2892
6037,98,240,3118,Rowan,Melantha,2,1,240
6038,69,3515,1297,Tomlin,Ronda,2,0,3515
6039,119,4557,288,Leontyne,Sonni,2,1,4557
6040,108,1415,1746,Skipp,Eleonore,0,2,1746
6041,25,796,4892,Ethan,Denis,0,2,4892
6042,63,768,975,Truda,Karoly,2,0,768
6043,43,4946,1730,Sawyere,Patty,1,2,1730
6044,75,3988,3957,Suzy,Heath,0,2,3957
