3001,4,2796,4447,Bernadette,Giuditta,2,1,2796
3002,67,4887,1273,Hamel,Bear,2,0,4887
3003,82,3741,3402,Rustie,Emmalynn,1,2,3402
3004,21,1939,1111,Dre,Thomas,2,0,1939
3005,57,4395,2734,Patrice,Adrienne,0,2,2734
3006,28,4246,2882,Maddy,Regen,1,2,2882
3007,85,1052,4874,Ragnar,Colet,1,2,4874
3008,98,3398,1393,Jyoti,Domenic,1,2,1393
3009,10,3686,2631,Anabel,Liliane,0,2,2631
3010,21,3094,2546,Cordell,Margi,2,1,3094
3011,48,4479,2728,Betsey,Rosanne,1,2,2728
3012,68,4794,538,Filberte,Ola,1,2,538
3013,6,3165,1051,Lamond,Augustus,1,2,1051
3014,79,2760,318,Christa,Walliw,0,2,318
3015,64,3040,4539,Trever,Allyn,1,2,4539
3016,81,2402,2769,Amy,Olympe,0,2,2769
3017,115,1030,3644,Aviva,Izaak,2,0,1030
3018,28,3161,1072,Phebe,Kit,1,2,1072
3019,41,2053,1858,Warde,Ernesto,2,0,2053
3020,35,887,2395,Gunner,Concettina,0,2,2395
3021,29,4478,3480,Rhianna,Tallie,2,1,4478
3022,19,1567,2894,Sydney,Gamaliel,1,2,2894
3023,91,4532,1393,Felipa,Rosco,0,2,1393
3024,90,58,1440,Heidie,Tiebold,1,2,1440
3025,109,939,4330,Courtney,Brynn,1,2,4330
3026,104,2243,1310,Maryjane,Halli,1,2,1310
3027,52,4239,4529,Philippine,Woody,1,2,4529
3028,64,3503,1010,Em,Giulietta,2,0,3503
3029,114,4221,4665,Alejandra,Vic,2,1,4221
3030,53,2977,4699,Sisely,Loella,2,0,2977
3031,20,4960,2714,Lorraine,Miguelita,2,0,4960
3032,24,1224,238,Kipp,Silas,1,2,238
3033,119,2950,425,Tremain,Allix,2,0,2950
3034,37,405,3537,Teddie,Wolfie,2,0,405
3035,4,4166,508,Tiffie,Timothea,1,2,508
3036,63,3362,477,Kristal,Anatollo,2,1,3362
3037,6,921,215,Agustin,Elka,1,2,215
3038,1,621,3667,Fredelia,Roana,1,2,3667
3039,113,688,4586,Marylynne,Menard,1,2,4586
3040,7,1769,2396,Honoria,Lilli,1,2,2396
3041,17,1063,2744,Arlin,Malinde,0,2,2744
3042,75,391,304,Barbara-anne,Suzi,0,2,304
3043,108,2460,2732,Cesar,Viviene,0,2,2732
3044,66,3815,4602,Eduino,Frederica,0,2,4602
3045,6,1311,2734,Nil,Gawen,0,2,2734
3046,84,603,2190,Layton,Harwell,2,0,603
3047,45,4499,4589,Charla,Jasmine,1,2,4589
3048,56,1355,4139,Romola,Jeffie,0,2,4139
3049,47,3224,4048,Ethyl,Ofilia,2,1,3224
3050,61,454,4344,Wendel,Heath,1,2,4344
3051,40,1072,185,Zelig,Ray,0,2,185
3052,81,1014,1026,Kort,Rici,2,1,1014
3053,26,4041,2740,Lauree,Nico,0,2,2740
3054,12,1400,4364,Gwen,Dorena,2,1,1400
3055,41,1362,3727,Jinny,Tobi,2,1,1362
3056,58,3738,103,Maynard,Lorain,0,2,103
3057,8,128,2025,Alejandro,Andriette,1,2,2025
3058,91,464,2204,Berke,Dexter,2,0,464
3059,71,4219,4596,Carlyn,Barney,1,2,4596
3060,14,125,4051,Gannie,Sauncho,0,2,4051
3061,107,4345,1191,Thalia,Codee,2,0,4345
3062,45,362,3305,York,Alika,1,2,3305
3063,59,3229,227,Hill,Mirabella,1,2,227
3064,91,4454,1844,Alyosha,Breena,1,2,1844
3065,14,1237,2691,Bron,Sebastien,2,0,1237
3066,69,2146,151,Farr,Orsola,2,0,2146
3067,36,2046,4177,Bridgette,Gifford,0,2,4177
3068,99,2420,3724,Shelba,Tiffanie,1,2,3724
3069,40,2924,4959,Lemmie,Hastie,1,2,4959
3070,23,3987,842,Free,Imojean,2,0,3987
3071,63,122,4871,Cari,Rabi,1,2,4871
3072,92,774,626,Ellswerth,Sadella,0,2,626
3073,120,4203,1532,Kristan,Neall,1,2,1532
3074,64,1234,2911,Lorrie,Freida,0,2,2911
3075,73,1774,3424,Concettina,Waylan,2,1,1774
3076,21,1612,329,Harry,Derrek,2,1,1612
3077,79,1409,2125,Sidonia,Paolina,2,0,1409
3078,93,4360,2414,Morgen,Nikolai,0,2,2414
3079,54,1900,3673,Atlante,Uriel,2,0,1900
3080,51,1109,4144,Gino,Marilyn,1,2,4144
3081,54,1291,1661,Kass,Lilllie,2,0,1291
3082,34,3489,3327,Normy,Vinny,1,2,3327
3083,35,4136,4613,Herrick,Wendall,1,2,4613
3084,12,1021,3912,Jennilee,Dewey,0,2,3912
3085,26,2172,680,Collin,Phil,0,2,680
3086,56,4689,2050,Murielle,Adrea,0,2,2050
3087,53,4021,1997,Donelle,Louis,1,2,1997
3088,6,3192,3713,Claybourne,Shelly,1,2,3713
3089,119,1651,922,Nanette,Corrianne,2,1,1651
3090,32,1467,450,Angelique,Junia,1,2,450
3091,16,2289,2177,Benyamin,Laurie,0,2,2177
3092,30,1933,479,Baldwin,Beckie,2,0,1933
3093,66,4131,23,Franzen,Pebrook,2,1,4131
3094,63,3540,703,Rochell,Barnard,0,2,703
3095,71,4741,1621,Malynda,Angie,1,2,1621
3096,102,3293,2459,Alyosha,Britt,2,1,3293
3097,50,3017,3082,Damiano,Hannie,0,2,3082
3098,7,4899,3744,Townie,Mirabel,1,2,3744
3099,38,4661,664,Killie,Nikaniki,1,2,664
3100,71,4415,4002,Carolin,Eugenio,2,1,4415
3101,9,70,4122,Rowney,Jeanelle,1,2,4122
3102,34,1293,1222,Lyndy,Werner,1,2,1222
3103,15,3141,1014,Josepha,Cirilo,2,1,3141
3104,30,2745,2539,Morly,Darla,0,2,2539
3105,78,2361,725,Parry,Rustie,2,0,2361
3106,8,2450,2073,Shaun,Robbert,0,2,2073
3107,32,7,1183,Kirby,Laverne,0,2,1183
3108,44,3195,239,Garreth,Osborn,1,2,239
3109,4,637,4802,Guillaume,Katerina,2,0,637
3110,6,2949,2828,Brooks,Gay,0,2,2828
3111,118,4083,4173,Marlon,Torry,2,0,4083
3112,29,4364,2894,Germain,Alberta,0,2,2894
3113,111,1829,954,Napoleon,Zed,2,1,1829
3114,46,936,1859,Kris,Nydia,2,1,936
3115,120,746,3010,Griswold,Jud,1,2,3010
3116,14,1752,925,Denny,Fernandina,2,0,1752
3117,96,173,2782,Amandie,Care,1,2,2782
3118,109,4410,4455,Beatrisa,Elfie,0,2,4455
3119,69,3326,3540,Bendite,Garrick,2,1,3326
3120,33,1727,3920,Hodge,Rahal,1,2,3920
3121,16,4069,2,Rancell,Neils,2,1,4069
3122,78,2288,1102,Lucinda,Wilt,0,2,1102
